what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1231764418530
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764420670
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764699703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764703117
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764707034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764715012
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231764748496
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231764783667
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231764808747
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.properties,1231764841595
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764841809
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764844303
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764862760
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764866983
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764869192
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1231764874267
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1231764876319
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1231764876378
started,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1231764876382
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764881401
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764901879
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764902777
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231764905779
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ResourceNavigator,1231764916613
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1231764916660
