what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763617009
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763622999
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763623541
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763627958
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763629152
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763637113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763641235
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763641844
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763647868
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763662753
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763670759
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763675161
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763675634
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763679006
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763681211
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763689756
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763691852
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763696228
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763700106
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763700817
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763704567
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763707082
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763720507
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763727954
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763728531
