what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1231763473636
closed,view,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.internal.introview,1231763473845
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.ui,1231763478681
started,bundle,org.eclipse.cdt.managedbuilder.core,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.core,1231763478818
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.0.200809120802,org.eclipse.cdt.managedbuilder.gnu.ui,1231763479814
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763481316
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1231763534284
started,bundle,org.eclipse.cdt.make.core,5.0.1.200809120802,org.eclipse.cdt.make.core,1231763534425
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1231763534889
started,bundle,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui,1231763535132
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763541607
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1231763543947
started,bundle,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search,1231763550045
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1231763550676
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763562823
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763571657
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763577776
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763578553
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763583651
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763590803
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763596846
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763601752
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1231763602359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763610184
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1231763610610
