what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1231763472033
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1231763472034
started,bundle,org.eclipse.update.core,3.2.201.R34x_v20080714,org.eclipse.update.core,1231763472060
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1231763472068
started,bundle,org.eclipse.cdt.core,5.0.1.200809120802,org.eclipse.cdt.core,1231763472070
started,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1231763472098
started,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1231763472100
started,bundle,org.eclipse.epp.usagedata.gathering,1.0.1.R200809220400,org.eclipse.epp.usagedata.gathering,1231763472101
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1231763472102
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.bugzilla.core,1231763472106
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.bugzilla.ui,1231763472110
started,bundle,org.eclipse.mylyn.commons.net,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.commons.net,1231763472110
started,bundle,org.eclipse.mylyn.commons.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.commons.ui,1231763472112
started,bundle,org.eclipse.mylyn.compatibility,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.compatibility,1231763472113
started,bundle,org.eclipse.mylyn.context.core,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.context.core,1231763472120
started,bundle,org.eclipse.mylyn.context.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.context.ui,1231763472121
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.tasks.ui,1231763472127
started,bundle,org.eclipse.mylyn.team.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.team.ui,1231763472136
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.monitor.ui,1231763472339
started,bundle,org.eclipse.jsch.core,1.1.100.I20080604,org.eclipse.jsch.core,1231763472565
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1231763472571
started,bundle,org.eclipse.team.ui,3.4.1.r34x_20080827,org.eclipse.team.ui,1231763472595
started,bundle,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console,1231763472645
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1231763472952
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1231763473435
